Age,Workclass,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country
26.0, Private,9.0, Never-married, Craft-repair, Not-in-family, Black, Male,0.0,0.0,40.0, United-States
21.0, ?,10.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, United-States
34.0, Local-gov,14.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,50.0, United-States
43.0, Private,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
22.0, Private,10.0, Never-married, Other-service, Other-relative, Black, Male,0.0,0.0,20.0, United-States
41.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7298.0,0.0,50.0, United-States
36.0, Private,9.0, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Vietnam
41.0, Local-gov,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,1740.0,20.0, United-States
27.0, Private,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,4416.0,0.0,40.0, United-States
42.0, Self-emp-not-inc,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,60.0, United-States
27.0, Private,11.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,35.0, United-States
41.0, Private,9.0, Divorced, Protective-serv, Own-child, White, Male,0.0,0.0,40.0, United-States
32.0, Private,13.0, Married-civ-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,0.0,0.0,40.0, China
21.0, Private,10.0, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0.0,0.0,20.0, United-States
44.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0.0,0.0,50.0, United-States
29.0, Private,13.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, United-States
19.0, Self-emp-not-inc,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,22.0, United-States
21.0, Local-gov,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, Guatemala
46.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States
38.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,55.0, United-States
43.0, Private,10.0, Never-married, Adm-clerical, Unmarried, White, Male,0.0,0.0,48.0, United-States
54.0, Self-emp-inc,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States
38.0, Private,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1977.0,60.0, United-States
18.0, ?,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States
50.0, Private,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States
30.0, Private,11.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,36.0, United-States
30.0, Private,5.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
28.0, Local-gov,9.0, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0.0,0.0,35.0, United-States
26.0, Private,11.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,45.0, United-States
37.0, Federal-gov,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,43.0, United-States
32.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5178.0,0.0,50.0, United-States
64.0, State-gov,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,5.0, United-States
18.0, Private,9.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,28.0, United-States
30.0, Private,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,30.0, United-States
36.0, ?,11.0, Married-civ-spouse, ?, Wife, White, Female,3908.0,0.0,8.0, United-States
18.0, Private,7.0, Never-married, Other-service, Other-relative, Black, Male,0.0,0.0,30.0, United-States
27.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
49.0, Private,5.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States
46.0, State-gov,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,43.0, United-States
37.0, Private,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States
30.0, Private,10.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, United-States
29.0, Private,9.0, Divorced, Prof-specialty, Not-in-family, Other, Female,0.0,0.0,30.0, Germany
22.0, ?,9.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, Mexico
25.0, Self-emp-not-inc,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,30.0, United-States
38.0, Private,9.0, Separated, Priv-house-serv, Unmarried, Black, Female,0.0,0.0,30.0, United-States
32.0, ?,13.0, Divorced, ?, Unmarried, White, Female,0.0,0.0,40.0, United-States
35.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States
56.0, Private,14.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,80.0, United-States
29.0, Private,10.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States
41.0, Private,9.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States
47.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States
23.0, Private,13.0, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0.0,0.0,40.0, United-States
46.0, Self-emp-not-inc,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States
28.0, Local-gov,9.0, Never-married, Protective-serv, Other-relative, Black, Male,0.0,1876.0,40.0, United-States
39.0, Private,13.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,20.0, United-States
42.0, Self-emp-not-inc,10.0, Married-civ-spouse, Farming-fishing, Wife, White, Female,0.0,0.0,50.0, United-States
39.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,7298.0,0.0,48.0, United-States
68.0, ?,4.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,30.0, United-States
37.0, Self-emp-inc,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,15024.0,0.0,55.0, United-States
57.0, Private,15.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States
22.0, Private,10.0, Never-married, Other-service, Not-in-family, Black, Female,0.0,0.0,30.0, United-States
24.0, Private,11.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,30.0, United-States
19.0, Private,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,50.0, United-States
55.0, Private,12.0, Divorced, Sales, Unmarried, Black, Female,0.0,0.0,30.0, United-States
37.0, Local-gov,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States
37.0, Local-gov,10.0, Never-married, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States
28.0, Private,13.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,50.0, United-States
27.0, Private,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States
40.0, State-gov,13.0, Never-married, Prof-specialty, Unmarried, White, Female,0.0,0.0,20.0, United-States
51.0, Private,9.0, Divorced, Priv-house-serv, Own-child, White, Female,0.0,0.0,40.0, United-States
52.0, Private,11.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,56.0, United-States
74.0, ?,10.0, Widowed, ?, Not-in-family, White, Female,0.0,0.0,3.0, United-States
49.0, Self-emp-inc,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,50.0, United-States
20.0, ?,10.0, Never-married, ?, Own-child, White, Female,0.0,0.0,40.0, United-States
40.0, Federal-gov,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,50.0, United-States
80.0, Private,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,1816.0,60.0, United-States
63.0, Private,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States
63.0, Private,9.0, Divorced, Transport-moving, Unmarried, White, Male,0.0,0.0,45.0, United-States
51.0, Private,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States
23.0, Private,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States
66.0, Self-emp-not-inc,9.0, Widowed, Craft-repair, Not-in-family, White, Male,0.0,0.0,20.0, United-States
33.0, Self-emp-not-inc,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,66.0, United-States
49.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,43.0, United-States
20.0, Private,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,32.0, United-States
33.0, Self-emp-inc,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1887.0,60.0, United-States
26.0, Private,10.0, Married-AF-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States
52.0, Private,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States
33.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States
47.0, Private,13.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,45.0, United-States
23.0, Private,9.0, Never-married, Exec-managerial, Own-child, Black, Male,0.0,0.0,75.0, United-States
53.0, Federal-gov,12.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States
19.0, Private,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,20.0, United-States
26.0, Federal-gov,10.0, Never-married, Craft-repair, Not-in-family, White, Male,3325.0,0.0,40.0, United-States
53.0, Private,4.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,60.0, United-States
65.0, Private,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,10.0, United-States
68.0, Private,13.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,30.0, United-States
30.0, Private,6.0, Never-married, Sales, Other-relative, White, Male,0.0,0.0,18.0, Guatemala
28.0, Private,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States
54.0, Local-gov,6.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,45.0, United-States
30.0, Private,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,10.0, United-States
22.0, Private,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,50.0, United-States
25.0, Private,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,30.0, United-States
19.0, Private,7.0, Never-married, Other-service, Other-relative, White, Male,0.0,0.0,20.0, United-States
19.0, ?,10.0, Never-married, ?, Own-child, White, Female,0.0,0.0,35.0, United-States
32.0, Federal-gov,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States
23.0, Private,13.0, Never-married, Exec-managerial, Own-child, White, Female,0.0,0.0,40.0, United-States
51.0, Local-gov,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States
25.0, Private,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,44.0, United-States
46.0, Local-gov,13.0, Never-married, Prof-specialty, Not-in-family, Black, Female,0.0,0.0,40.0, United-States
38.0, Private,10.0, Divorced, Tech-support, Unmarried, White, Female,0.0,0.0,50.0, United-States
26.0, State-gov,9.0, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States
46.0, Private,9.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States
25.0, Private,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States
20.0, Private,10.0, Never-married, Other-service, Own-child, White, Female,594.0,0.0,16.0, United-States
29.0, Local-gov,14.0, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0.0,0.0,35.0, United-States
51.0, Self-emp-inc,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States
40.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,52.0, United-States
24.0, Private,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States
24.0, Self-emp-not-inc,13.0, Never-married, Farming-fishing, Unmarried, White, Male,0.0,0.0,50.0, United-States
31.0, Private,11.0, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,0.0,0.0,24.0, Mexico
54.0, ?,9.0, Divorced, ?, Not-in-family, White, Female,0.0,0.0,30.0, United-States
34.0, Private,12.0, Separated, Craft-repair, Not-in-family, White, Male,0.0,0.0,60.0, United-States
19.0, Private,10.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,66.0, United-States
21.0, Private,9.0, Never-married, Transport-moving, Own-child, Black, Male,0.0,0.0,40.0, United-States
21.0, Private,6.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,70.0, United-States
23.0, Private,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,24.0, United-States
37.0, Federal-gov,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States
40.0, Private,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,46.0, United-States
57.0, Private,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,30.0, United-States
48.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1485.0,40.0, United-States
24.0, Private,7.0, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Vietnam
43.0, Private,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States
32.0, ?,13.0, Never-married, ?, Not-in-family, White, Female,0.0,0.0,20.0, ?
40.0, Private,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States
52.0, Self-emp-inc,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999.0,0.0,35.0, United-States
49.0, Private,9.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States
45.0, Self-emp-not-inc,10.0, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,3137.0,0.0,40.0, United-States
62.0, Local-gov,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States
29.0, Private,11.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States
49.0, Private,9.0, Separated, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,40.0, United-States
55.0, Federal-gov,10.0, Divorced, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States
20.0, ?,10.0, Never-married, ?, Own-child, Amer-Indian-Eskimo, Male,0.0,0.0,72.0, United-States
37.0, Self-emp-inc,13.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, United-States
43.0, State-gov,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States
29.0, Private,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States
44.0, Private,9.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,40.0, United-States
28.0, Private,10.0, Separated, Tech-support, Unmarried, White, Male,0.0,0.0,40.0, United-States
38.0, Private,10.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,45.0, United-States
45.0, Private,11.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1977.0,50.0, United-States
22.0, ?,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States
19.0, Private,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,20.0, United-States
20.0, Private,8.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States
60.0, Private,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States
30.0, Private,9.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States
22.0, Private,10.0, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,40.0, ?
51.0, Private,10.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,60.0, United-States
31.0, Private,13.0, Never-married, Prof-specialty, Unmarried, Black, Female,0.0,0.0,40.0, ?
48.0, Private,9.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States
43.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1887.0,40.0, United-States
51.0, Local-gov,9.0, Divorced, Transport-moving, Unmarried, Black, Male,0.0,0.0,40.0, United-States
41.0, Private,11.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,1848.0,48.0, United-States
62.0, ?,11.0, Married-civ-spouse, ?, Husband, White, Male,3411.0,0.0,40.0, United-States
50.0, State-gov,9.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40.0, United-States
46.0, Private,9.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,40.0, United-States
54.0, Private,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,15024.0,0.0,60.0, United-States
68.0, Private,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,45.0, United-States
23.0, Self-emp-not-inc,12.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,30.0, United-States
49.0, Private,14.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,35.0, United-States
24.0, Private,6.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States
30.0, Local-gov,9.0, Married-civ-spouse, Protective-serv, Husband, Black, Male,0.0,0.0,40.0, United-States
38.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3137.0,0.0,45.0, United-States
34.0, Private,9.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,35.0, United-States
22.0, Private,10.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, United-States
30.0, Private,4.0, Separated, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States
61.0, Private,4.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,31.0, United-States
36.0, Private,9.0, Divorced, Exec-managerial, Unmarried, White, Male,0.0,0.0,40.0, United-States
51.0, Self-emp-inc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States
43.0, Private,3.0, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0.0,0.0,40.0, Vietnam
54.0, Federal-gov,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,48.0, United-States
63.0, Private,9.0, Widowed, Prof-specialty, Not-in-family, White, Female,0.0,0.0,25.0, United-States
51.0, Private,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States
63.0, Self-emp-not-inc,6.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States
51.0, Local-gov,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States
27.0, Private,9.0, Divorced, Sales, Own-child, White, Female,0.0,0.0,35.0, United-States
35.0, Private,12.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States
31.0, ?,13.0, Married-civ-spouse, ?, Wife, White, Female,0.0,0.0,25.0, United-States
46.0, Self-emp-not-inc,9.0, Separated, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, United-States
53.0, Private,11.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40.0, United-States
26.0, Federal-gov,10.0, Divorced, Adm-clerical, Own-child, White, Male,0.0,0.0,24.0, United-States
43.0, Private,9.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, United-States
39.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,15024.0,0.0,50.0, United-States
50.0, Federal-gov,9.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,1590.0,40.0, United-States
54.0, Federal-gov,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States
62.0, ?,10.0, Married-civ-spouse, ?, Wife, White, Female,0.0,0.0,45.0, United-States
57.0, State-gov,10.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States
19.0, ?,10.0, Never-married, ?, Own-child, Black, Male,0.0,0.0,24.0, United-States
29.0, Local-gov,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,20.0, United-States
20.0, Private,9.0, Never-married, Craft-repair, Other-relative, Black, Male,0.0,0.0,40.0, United-States
53.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1902.0,55.0, United-States
18.0, ?,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States
22.0, ?,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States
23.0, Private,9.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, El-Salvador
69.0, Private,7.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,20.0, United-States
56.0, Private,4.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,2002.0,40.0, United-States
53.0, Local-gov,13.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0.0,0.0,35.0, United-States
28.0, Private,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States
28.0, Private,13.0, Married-civ-spouse, Other-service, Husband, Black, Male,0.0,0.0,40.0, United-States
33.0, Self-emp-inc,9.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0.0,0.0,84.0, Taiwan
48.0, Private,9.0, Divorced, Sales, Unmarried, White, Female,0.0,0.0,30.0, United-States
61.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
49.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013.0,0.0,45.0, United-States
48.0, Private,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States
32.0, Private,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
51.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
27.0, ?,13.0, Never-married, ?, Not-in-family, White, Male,0.0,0.0,40.0, United-States
19.0, Private,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,14.0, United-States
47.0, Private,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States
25.0, Private,13.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,60.0, United-States
72.0, Private,10.0, Married-civ-spouse, Protective-serv, Husband, Black, Male,0.0,0.0,40.0, United-States
29.0, Private,7.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States
22.0, Private,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States
57.0, Private,9.0, Married-civ-spouse, Other-service, Husband, Black, Male,0.0,0.0,48.0, England
50.0, Private,12.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,60.0, Columbia
45.0, Self-emp-inc,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,30.0, United-States
52.0, Private,10.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States
53.0, Private,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,48.0, United-States
36.0, Private,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,48.0, United-States
46.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
20.0, Private,9.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,20.0, United-States
75.0, Private,3.0, Widowed, Other-service, Unmarried, Black, Male,0.0,0.0,10.0, United-States
32.0, Local-gov,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
28.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States
53.0, Private,14.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States
17.0, Private,7.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,35.0, United-States
46.0, State-gov,11.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,38.0, United-States
39.0, Private,12.0, Separated, Prof-specialty, Not-in-family, White, Female,0.0,0.0,30.0, United-States
38.0, Private,10.0, Divorced, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, United-States
36.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,60.0, United-States
63.0, Local-gov,13.0, Never-married, Prof-specialty, Not-in-family, Black, Female,0.0,0.0,21.0, United-States
28.0, Private,2.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,43.0, Mexico
28.0, ?,13.0, Never-married, ?, Own-child, White, Male,0.0,0.0,45.0, United-States
49.0, Private,9.0, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,35.0, United-States
43.0, Private,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, Mexico
38.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States
39.0, Private,9.0, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,62.0, England
42.0, ?,9.0, Divorced, ?, Not-in-family, Black, Female,0.0,0.0,40.0, United-States
40.0, Private,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States
45.0, ?,9.0, Separated, ?, Unmarried, White, Female,0.0,0.0,10.0, United-States
29.0, ?,9.0, Divorced, ?, Unmarried, White, Female,0.0,0.0,40.0, United-States
24.0, Federal-gov,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,1741.0,45.0, United-States
30.0, Private,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,50.0, United-States
44.0, Private,10.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,40.0, United-States
40.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,24.0, United-States
30.0, Private,9.0, Never-married, Machine-op-inspct, Other-relative, White, Female,0.0,0.0,35.0, Puerto-Rico
42.0, Private,14.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,1876.0,40.0, United-States
52.0, Self-emp-not-inc,11.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,35.0, United-States
42.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40.0, United-States
39.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,52.0, United-States
43.0, Private,10.0, Divorced, Prof-specialty, Unmarried, White, Male,0.0,0.0,45.0, United-States
62.0, Self-emp-not-inc,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,10566.0,0.0,40.0, United-States
30.0, Private,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, England
